                                                                           show_trgm                                                                           |                                                                         show_trgm                                                                         | similarity 
 {ace,aes,ala,ars,asu,c#,cae,cae!,cas,cas!,eas,esa,h#,hot,hot!,l#,lac,las,las!,ote,p#,pal,pal!,sar,sun,tel,uno,v#,vea,vea!}                                    | {ace,aes,ala,ars,asi,c#,cae,cae!,cas,cas!,ega,esa,gas,h#,hot,hot!,ino,l#,lac,las,las!,ote,p#,pal,pal!,sar,sin,tel,v#,veg,veg!}                            |   0.774194
 {afe,and,c#,caf,caf!,cof,cof!,du,ewe,few,ffe,lnf,m#,mln,mln!,nfe,off,s#,sta,sta!,tan}                                                                         | {afe,and,c#,caf,caf!,cof,cof!,du,fee,ffe,m#,mpn,mpn!,nde,off,pnd,s#,sta,sta!,tan}                                                                         |   0.714286
 {afe,c#,caf,caf!,d#,dup,dup!,ont,pon,upo}                                                                                                                     | {afe,c#,caf,caf!,d#,dup,dup!,ont,pon,upo}                                                                                                                 |          1
 {afe,ann,c#,caf,caf!,f#,fan,fan!,nny}                                                                                                                         | {afe,ann,c#,caf,caf!,f#,fan,fan!,nny}                                                                                                                     |          1
 {afe,and,c#,caf,caf!,h#,hol,hol!,lan,lla,ndr,oll}                                                                                                             | {afe,and,c#,caf,caf!,der,h#,hol,hol!,lan,lla,nde,oll}                                                                                                     |   0.846154
 {afe,c#,caf,caf!,h#,hon,hon!}                                                                                                                                 | {afe,c#,caf,caf!,h#,hon,hon!}                                                                                                                             |          1
 {afe,c#,caf,caf!,cos,cos!,oca,osa,p#,poc,poc!}                                                                                                                | {afe,c#,caf,caf!,cos,cos!,oca,osa,p#,poc,poc!}                                                                                                            |          1
 {afe,and,c#,caf,caf!,der,doo,eri,ine,ing,lin,ndo,nli,o#,onl,onl!,oor,ord,ord!,rde,rin,t#,tan,tan!}                                                            | {afe,and,c#,caf,caf!,der,doo,eri,ine,ing,lin,ndo,nli,o#,onl,onl!,oor,ord,ord!,rde,rin,t#,tan,tan!}                                                        |          1
 {ace,aff,c#,caf,caf!,ffe,iac,r#,ria,ria!}                                                                                                                     | {ace,aff,c#,caf,caf!,ffe,iac,r#,ria,ria!}                                                                                                                 |          1
 {amp,ant,aur,c#,cam,cam!,est,isi,mpi,pis,r#,ran,res,res!,sta,tau,ura}                                                                                         | {amp,ant,aur,c#,cam,cam!,est,isi,mpi,pis,r#,ran,res,res!,sta,tau,ura}                                                                                     |          1
 {amp,ash,c#,cam,cam!,chi,chi!,gto,hil,hin,i#,ili,inc,inc!,ing,ngt,shi,ton,w#,was,was!}                                                                        | {amp,ash,c#,cam,cam!,chi,chi!,gto,hil,hin,i#,ili,inc,inc!,ing,ngt,shi,ton,w#,was,was!}                                                                    |          1
 {and,ant,aur,c#,can,can!,del,dst,ela,las,nde,r#,ran,rds,rds!,sta,tau,ura}                                                                                     | {and,ant,aur,c#,can,can!,del,ela,est,las,nde,r#,ran,res,res!,sta,tau,ura}                                                                                 |   0.833333
 {ad,and,b#,bar,bar!,c#,cap,cap!,cit,cit!,d#,din,din!,dvi,f#,fin,fin!,g#,gra,gra!,iew,ine,ity,ndv,ner,ran,vie}                                                 | {a#,and,and!,b#,bar,bar!,c#,cap,cap!,cit,cit!,d#,din,din!,dvi,f#,fin,fin!,g#,gra,gra!,iew,ine,ity,ndv,ner,ran,vie}                                        |   0.928571
 {api,c#,cap,cap!,cho,cho!,hop,hou,ito,oph,ous,pho,pit,tol,use}                                                                                                | {api,c#,cap,cap!,cho,cho!,hop,hou,igo,oph,ous,pho,pig,use}                                                                                                |        0.8
 {abt,ali,app,aur,c#,cap,cap!,eta,ett,i#,ian,ita,ita!,lia,pet,ppe,r#,rab,ret,ret!,s,tal,tau,top,tto,ura}                                                       | {ali,ant,app,aur,c#,cap,cap!,est,ett,i#,ian,ita,ita!,lia,pet,ppe,r#,ran,res,res!,s,sta,tal,tau,tto,ura}                                                   |   0.769231
 {ain,apt,c#,cap,cap!,j#,jpn,jpn!,pta,s,tai}                                                                                                                   | {ain,apt,c#,cap,cap!,j#,jon,jon!,pta,sx,tai}                                                                                                              |   0.727273
 {ant,aur,c#,cqr,cqr!,elo,est,mel,qrm,r#,ran,res,res!,rme,sta,tau,ura}                                                                                         | {ant,arm,aur,c#,car,car!,elo,est,mel,r#,ran,res,res!,rme,s,sta,tau,ura}                                                                                   |   0.777778
 {arn,c#,car,car!,evo,nev,rne,vor}                                                                                                                             | {arn,c#,car,car!,evo,nev,rne,vor}                                                                                                                         |          1
 {api,ari,ate,c#,cap,cap!,cla,cla!,h#,hot,hot!,ion,ita,lar,ote,pit,rio,s#,sta,sta!,tal,tat,tel}                                                                | {api,aru,ate,c#,cap,cap!,car,car!,h#,hot,hot!,ita,ote,pit,ruo,s#,sta,sta!,tal,tat,tel,tew,uon}                                                            |    0.73913
 {asa,b#,bon,bon!,c#,cas,cas!,ita,nit,oni}                                                                                                                     | {asa,b#,bon,bon!,c#,cas,cas!,ita,nit,oni}                                                                                                                 |          1
 {ano,asa,c#,cas,cas!,g#,gri,gri!,iul,nov,ova,riu,san,ull}                                                                                                     | {ano,asa,c#,cas,cas!,g#,gri,gri!,ill,nov,ova,ril,san}                                                                                                     |   0.785714
 {asa,c#,cas,cas!,r#,rip,rip!}                                                                                                                                 | {asa,c#,cas,cas!,r#,rio,rio!}                                                                                                                             |   0.714286
 {asa,c#,cas,cas!,di,izx,p#,piz,piz!,xza,zxz}                                                                                                                  | {asa,c#,cas,cas!,di,izz,p#,piz,piz!,sas,zza}                                                                                                              |   0.727273
 {ask,ave,c#,cas,cas!,cle,cle!,eav,lea,n,ver}                                                                                                                  | {ask,ave,c#,cas,cas!,cle,cle!,eav,lea,n,ver}                                                                                                              |          1
 {atf,c#,cat,cat!,fis,ish,s,s#,sam,sam!,tfi}                                                                                                                   | {atf,c#,cat,cat!,fis,ish,s#,sam,sam!,tfi,x}                                                                                                               |   0.909091
 {ant,auc,aur,c#,cau,cau!,clu,clu!,cus,est,lub,r#,ran,res,res!,sta,tau,ucu,ura}                                                                                | {amt,auc,aur,c#,cau,cau!,clu,clu!,cus,esa,lub,r#,ram,res,res!,sau,ucu,ura}                                                                                |   0.736842
 {ant,aur,azb,bar,c#,caz,caz!,ish,kis,r#,ran,rki,rws,rws!,sta,t#,tau,tur,tur!,ura,urk,wst,zba}                                                                 | {aur,azb,bar,c#,caz,caz!,est,ish,kis,r#,rat,res,res!,rki,sta,t#,tau,tur,tur!,ura,urk,zba}                                                                 |   0.782609
 {air,ant,aur,c#,can,can!,est,f#,fai,fai!,fax,irf,nte,r#,ran,res,res!,rfa,s,sta,tau,ter,ura}                                                                   | {air,ant,aur,azn,c#,caz,caz!,est,f#,fai,fai!,fax,irf,nte,r#,ran,res,res!,rfa,s,sta,tau,ter,ura,znt}                                                       |       0.84
 {ant,aur,c#,cel,cel!,ele,est,ial,les,r#,ran,res,res!,sta,sti,tau,tia,ura}                                                                                     | {ant,aur,c#,cel,cel!,ele,est,ial,les,r#,ran,res,res!,sta,sti,tau,tia,ura}                                                                                 |          1
 {a#,ala,ala!,ali,ame,ant,aur,c,e#,eda,era,era!,est,i#,ian,ita,ita!,lam,lia,lta,med,olt,r#,ran,res,res!,sta,tal,tau,u#,una,una!,ura,v#,vol,vol!}               | {a#,ala,ala!,ant,aur,azl,azm,c,e#,eda,era,era!,est,i#,ian,ita,ita!,laz,lia,lta,med,olt,r#,ran,res,res!,sta,tau,taz,u#,una,una!,ura,v#,vol,vol!,zli,zme}   |   0.842105
 {ajr,ant,apa,b#,bar,bar!,c#,cev,cev!,che,est,evi,ich,jra,pas,r#,ran,res,res!,sta,t#,taj,tap,tap!,vic}                                                         | {ant,apa,aur,b#,bar,bar!,c#,cev,cev!,che,est,evi,ich,pas,r#,ran,res,res!,sta,t#,tap,tap!,tau,ura,vic}                                                     |       0.88
 {aat,ava,b#,bha,bha!,c#,cha,cha!,haa,hav,van}                                                                                                                 | {aat,ava,b#,bha,bha!,c#,cha,cha!,haa,hav,van}                                                                                                             |          1
 {amb,and,b#,bar,bar!,ber,c#,cha,cha!,din,ers,g#,gri,gri!,ham,ing,iol,l#,lan,lan!,mbe,ndi,rio}                                                                 | {amb,and,b#,bar,bar!,ber,c#,cha,cha!,din,ers,g#,gri,gri!,ham,ill,ing,l#,lan,lan!,mbe,ndi,ril}                                                             |   0.913043
 {a#,ame,ame!,amp,ana,c#,can,cha,cha!,eri,ham,ica,mer,mpp,pps,ric}                                                                                             | {a#,ame,ame!,ana,anp,c#,can,cha,cha!,eri,han,ica,mer,ps,ric}                                                                                              |       0.75
 {ant,aur,c#,cha,cha!,est,han,ill,nti,r#,ran,res,res!,sta,tau,til,ura,y}                                                                                       | {ant,aur,c#,cha,cha!,est,han,ill,lly,nti,r#,ran,res,res!,sta,tau,til,ura}                                                                                 |   0.944444
 {ant,app,ayr,c#,cha,cha!,est,hap,ppy,r#,ran,res,res!,s,sta,tay,yra}                                                                                           | {ant,app,aur,c#,cha,cha!,ean,est,hap,ppy,r#,rea,res,res!,s,sta,tau,ure}                                                                                   |   0.722222
 {arl,c#,cha,cha!,ews,har,lew,rle,sto,ton,wst}                                                                                                                 | {arl,c#,cha,cha!,est,har,les,rle,sto,ton}                                                                                                                 |   0.727273
 {ant,arl,aur,c#,cha,cha!,eak,esa,est,h#,har,hou,hou!,les,m#,mes,mes!,ous,r#,ran,res,res!,rle,s,s#,sta,ste,ste!,sto,tau,tea,ton,ura,use}                       | {ant,arl,aur,c#,cha,cha!,eak,esa,est,h#,har,hou,hou!,les,m#,mes,mes!,ous,r#,ran,res,res!,rle,s,s#,sta,ste,ste!,sto,tau,tea,ton,ura,use}                   |          1
 {ack,art,c#,cha,cha!,cks,h#,har,hou,hou!,ill,j#,jac,jac!,kso,lle,nvi,onv,ous,son,use,vil}                                                                     | {ack,arr,c#,cha,cha!,cks,h#,har,hou,hou!,ill,j#,jac,jac!,kso,lle,nvi,onv,ous,sew,son,use,vil}                                                             |   0.913043
 {art,b#,bos,bos!,c#,cha,cha!,h#,har,hou,hou!,oso,ous,son}                                                                                                     | {art,b#,bos,bos!,c#,cha,cha!,h#,har,hou,hou!,ost,ous,sto,ton,use}                                                                                         |       0.75
 {ain,atr,c#,cha,cha!,eau,hat,of,pai,rea,s#,spa,spa!,tre}                                                                                                      | {ain,ate,c#,cha,cha!,eau,hat,of,pai,s#,spa,spa!,tea}                                                                                                      |   0.785714
 {c#,che,che!,cke,eck,ers,hec,ker}                                                                                                                             | {c#,che,che!,cke,eck,ers,hec,ker}                                                                                                                         |          1
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,akj,c#,cak,che,che!,cto,dec,eca,ede,f#,fac,fac!,hed,kje,ory,tor}                                                                                     |   0.705882
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,akj,c#,cak,che,che!,cto,dec,eca,ede,f#,fac,fac!,hed,kje,ory,tor}                                                                                     |   0.705882
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,akj,c#,cak,che,che!,cto,dec,eca,ede,f#,fac,fac!,hed,kje,ory,tor}                                                                                     |   0.705882
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,akj,c#,cak,che,che!,cto,dec,eca,ede,f#,fac,fac!,hed,kje,ory,tor}                                                                                     |   0.705882
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,akj,c#,cak,che,che!,cto,dec,eca,ede,f#,fac,fac!,hed,kje,ory,tor}                                                                                     |   0.705882
 {adi,ara,bur,c#,che,che!,dis,ebu,ees,ese,ger,hee,in,ise,p#,par,par!,rad,rge,seb,urg}                                                                          | {adi,ara,bur,c#,che,che!,deb,dis,ebu,ede,eed,ger,hee,in,p#,par,par!,rad,rge,urg}                                                                          |   0.809524
 {aco,ake,c#,cak,che,che!,cor,eca,ees,ese,f#,fac,fac!,hee,ort,sec}                                                                                             | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ked,sec,tot}                                                                                     |   0.764706
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ked,sec,tot}                                                                                     |   0.882353
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ked,sec,tot}                                                                                     |   0.882353
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ked,sec,tot}                                                                                     |   0.882353
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ked,sec,tot}                                                                                     |   0.882353
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ked,sec,tot}                                                                                     |   0.882353
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,sec,toy}                                                                                             | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ked,sec,tot}                                                                                     |   0.882353
 {act,akw,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,lry,olr,sec,tol}                                                                                     | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ked,sec,tot}                                                                                     |   0.777778
 {act,ake,c#,cak,che,che!,cto,eca,ese,ewe,f#,fac,fac!,hew,ory,sec,tor,wes}                                                                                     | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ked,sec,tot}                                                                                     |   0.722222
 {aco,ake,c#,cak,che,che!,cor,eca,ees,ese,f#,fac,fac!,hee,ort,sec}                                                                                             | {aco,ake,c#,cak,che,che!,cor,eca,ees,ese,f#,fac,fac!,hee,ory,sec}                                                                                         |     0.9375
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {aco,ake,c#,cak,che,che!,cor,eca,ees,ese,f#,fac,fac!,hee,ory,sec}                                                                                         |   0.823529
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {aco,ake,c#,cak,che,che!,cor,eca,ees,ese,f#,fac,fac!,hee,ory,sec}                                                                                         |   0.823529
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {aco,ake,c#,cak,che,che!,cor,eca,ees,ese,f#,fac,fac!,hee,ory,sec}                                                                                         |   0.823529
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {aco,ake,c#,cak,che,che!,cor,eca,ees,ese,f#,fac,fac!,hee,ory,sec}                                                                                         |   0.823529
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {aco,ake,c#,cak,che,che!,cor,eca,ees,ese,f#,fac,fac!,hee,ory,sec}                                                                                         |   0.823529
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,sec,toy}                                                                                             | {aco,ake,c#,cak,che,che!,cor,eca,ees,ese,f#,fac,fac!,hee,ory,sec}                                                                                         |     0.8125
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,irf,oir,rfy,sec,toi}                                                                             |   0.789474
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,irf,oir,rfy,sec,toi}                                                                             |   0.789474
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,irf,oir,rfy,sec,toi}                                                                             |   0.789474
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,irf,oir,rfy,sec,toi}                                                                             |   0.789474
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,irf,oir,rfy,sec,toi}                                                                             |   0.789474
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,sec,toy}                                                                                             | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,irf,oir,rfy,sec,toi}                                                                             |   0.789474
 {act,akw,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,lry,olr,sec,tol}                                                                                     | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,irf,oir,rfy,sec,toi}                                                                             |   0.736842
 {aco,ake,c#,cak,che,che!,cor,eca,ees,ese,f#,fac,fac!,hee,ort,sec}                                                                                             | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |   0.764706
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |          1
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |          1
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |          1
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |          1
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |          1
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,sec,toy}                                                                                             | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |   0.882353
 {act,akw,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,lry,olr,sec,tol}                                                                                     | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |   0.777778
 {act,c#,che,che!,cqi,cto,ecq,ees,ese,f#,fac,fac!,hee,ied,ory,qie,sec,tor}                                                                                     | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |   0.777778
 {act,ake,c#,cak,cak!,che,che!,cto,ers,f#,fac,fac!,her,ory,rse,ryh,tor}                                                                                        | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |   0.705882
 {act,ake,c#,cak,che,che!,cto,eca,ese,ewe,f#,fac,fac!,hew,ory,sec,tor,wes}                                                                                     | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |   0.833333
 {aco,ake,c#,cak,che,che!,cor,eca,ees,ese,f#,fac,fac!,hee,ort,sec}                                                                                             | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |   0.764706
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |          1
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |          1
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |          1
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |          1
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |          1
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,sec,toy}                                                                                             | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |   0.882353
 {act,akw,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,lry,olr,sec,tol}                                                                                     | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |   0.777778
 {act,c#,che,che!,cqi,cto,ecq,ees,ese,f#,fac,fac!,hee,ied,ory,qie,sec,tor}                                                                                     | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |   0.777778
 {act,ake,c#,cak,cak!,che,che!,cto,ers,f#,fac,fac!,her,ory,rse,ryh,tor}                                                                                        | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |   0.705882
 {act,ake,c#,cak,che,che!,cto,eca,ese,ewe,f#,fac,fac!,hew,ory,sec,tor,wes}                                                                                     | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |   0.833333
 {aco,ake,c#,cak,che,che!,cor,eca,ees,ese,f#,fac,fac!,hee,ort,sec}                                                                                             | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |   0.764706
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |          1
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |          1
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |          1
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |          1
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |          1
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,sec,toy}                                                                                             | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |   0.882353
 {act,akw,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,lry,olr,sec,tol}                                                                                     | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |   0.777778
 {act,c#,che,che!,cqi,cto,ecq,ees,ese,f#,fac,fac!,hee,ied,ory,qie,sec,tor}                                                                                     | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |   0.777778
 {act,ake,c#,cak,cak!,che,che!,cto,ers,f#,fac,fac!,her,ory,rse,ryh,tor}                                                                                        | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |   0.705882
 {act,ake,c#,cak,che,che!,cto,eca,ese,ewe,f#,fac,fac!,hew,ory,sec,tor,wes}                                                                                     | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |   0.833333
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,aqk,c#,caq,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,qke,sec,tor}                                                                                 |   0.833333
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,aqk,c#,caq,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,qke,sec,tor}                                                                                 |   0.833333
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,aqk,c#,caq,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,qke,sec,tor}                                                                                 |   0.833333
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,aqk,c#,caq,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,qke,sec,tor}                                                                                 |   0.833333
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,aqk,c#,caq,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,qke,sec,tor}                                                                                 |   0.833333
 {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,sec,toy}                                                                                             | {act,aqk,c#,caq,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,qke,sec,tor}                                                                                 |   0.722222
 {act,akw,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,lry,olr,sec,tol}                                                                                     | {act,aqk,c#,caq,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,qke,sec,tor}                                                                                 |   0.722222
 {act,c#,che,che!,cqi,cto,ecq,ees,ese,f#,fac,fac!,hee,ied,ory,qie,sec,tor}                                                                                     | {act,aqk,c#,caq,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,qke,sec,tor}                                                                                 |   0.777778
